,pdf_name,typ,frq,si_app,th_strat,th_meas,mt_uV,th_ri,mt_contr,si_pct,si_pct_min,si_pct_max,mso,stim_co,stim_mo,coil_shp,coil_siz,coil_mo,note,contrib_id,PMID,doi,link
110,Eichhammer_2003_JClinPsychiatry_12927012.pdf,rTMS,20.0,MT,,,,,,90.0,,,,MagSti,,,,,device: sparse information,1,12927012,10.4088/jcp.v64n0815,https://doi.org/10.4088/jcp.v64n0815
111,Gilio_2003_JPhysiol_12821724.pdf,rTMS,1.0,RMT,,E,50.0,5_10,,,100.0,130.0,,MagSti,R,F8,90.0,,coil_siz: mean loop diameter; si_app: to elicit left to right IHI at 10ms of 70%,1,12821724,10.1113/jphysiol.2003.044313,https://doi.org/10.1113/jphysiol.2003.044313
112,Hoffman_2003_ArchGenPsychiatry_12511172.pdf,rTMS,1.0,MT,ML,V,,4_8,,90.0,,,,MagSti,SR,F8,70.0,AC,"stim_mo: reported as ""Magstim Super System""",1,12511172,10.1001/archpsyc.60.1.49,https://doi.org/10.1001/archpsyc.60.1.49
113,Höppner_2003_EurArchPsychiatryClinNeurosci_12799750.pdf,rTMS,20.0,RMT,ML,E,50.0,5_10,,90.0,,,,MedDan,MLR25,F8,,,,1,12799750,10.1007/s00406-003-0416-7,https://doi.org/10.1007/s00406-003-0416-7
114,Höppner_2003_EurArchPsychiatryClinNeurosci_12799750.pdf,rTMS,1.0,RMT,ML,E,50.0,5_10,,110.0,,,,MedDan,MLR25,F8,,,,1,12799750,10.1007/s00406-003-0416-7,https://doi.org/10.1007/s00406-003-0416-7
115,Klimesch_2003_EurJNeurosc_12653991.pdf,rTMS,9.7,MT,ML,E,50.0,5_10,,110.0,,,57.3,MagSti,R,F8,70.0,,site: P6; frq: IAF+1Hz,1,12653991,10.1046/j.1460-9568.2003.02517.x,https://doi.org/10.1046/j.1460-9568.2003.02517.x
116,Klimesch_2003_EurJNeurosc_12653991.pdf,rTMS,9.7,MT,ML,E,50.0,5_10,,110.0,,,57.3,MagSti,R,F8,70.0,,site: Fz; frq: IAF+1Hz,1,12653991,10.1046/j.1460-9568.2003.02517.x,https://doi.org/10.1046/j.1460-9568.2003.02517.x
117,Liederman_2003_BrainLang_12681353.pdf,rTMS,1.0,FXD,,,,,,,,,70.0,MagSti,R,F8,,,site: V5/MT+; multiple tasks,1,12681353,10.1016/s0093-934x(02)00550-3,https://doi.org/10.1016/s0093-934x(02)00550-3
118,MacDonald_2003_CerebCortex_12902395.pdf,rTMS,0.6,MT,ML,V,,0.5,,90.0,,,,MagSti,200_BI,F8,,,site: left parietal; MSO range: 50-70%,1,12902395,10.1093/cercor/13.9.962,https://doi.org/10.1093/cercor/13.9.962
119,Rohde_2003_BrJAnaesth_14504147.pdf,rTMS,333.0,FXD,,,,,,,,,100.0,MagSti,QP500,F8,90.0,,protocol: 4 pulses; coil_shp: flat coil; coil_siz: outer diameter,1,14504147,10.1093/bja/aeg224,https://doi.org/10.1093/bja/aeg224
120,Rohde_2003_BrJAnaesth_14504147.pdf,rTMS,250.0,FXD,,,,,,,,,100.0,MagSti,QP500,F8,90.0,,protocol: 4 pulses; coil_shp: flat coil; coil_siz: outer diameter,1,14504147,10.1093/bja/aeg224,https://doi.org/10.1093/bja/aeg224
121,Rohde_2003_BrJAnaesth_14504147.pdf,rTMS,200.0,FXD,,,,,,,,,100.0,MagSti,QP500,F8,90.0,,protocol: 4 pulses; coil_shp: flat coil; coil_siz: outer diameter,1,14504147,10.1093/bja/aeg224,https://doi.org/10.1093/bja/aeg224
122,Sandrini_2003_JCognNeurosci_14511538.pdf,rTMS,20.0,MT,,,,,,90.0,,,,MagSti,SR,F8,70.0,,site: left DLPFC,1,14511538,10.1162/089892903322370771,https://doi.org/10.1162/089892903322370771
123,Sandrini_2003_JCognNeurosci_14511538.pdf,rTMS,20.0,MT,,,,,,90.0,,,,MagSti,SR,F8,70.0,,site: right DLPFC,1,14511538,10.1162/089892903322370771,https://doi.org/10.1162/089892903322370771
124,Schutter_2003_CognBrainRes_12706228.pdf,rTMS,1.0,MT,,,,,,110.0,,,,NeuNet,,,,,site: Oz; coil_mo: iron core coil,1,12706228,10.1016/s0926-6410(02)00300-2,https://doi.org/10.1016/s0926-6410(02)00300-2
125,Siebner_2003_Brain_12937071.pdf,rTMS,1.0,RMT,ML,V,,5_10,,90.0,,,,MagSti,R,F8,70.0,PN9925,group: patient,1,12937071,10.1093/brain/awg282,https://doi.org/10.1093/brain/awg282
126,Siebner_2003_Brain_12937071.pdf,rTMS,1.0,RMT,ML,V,,5_10,,90.0,,,,MagSti,R,F8,70.0,PN9925,group: healthy,1,12937071,10.1093/brain/awg282,https://doi.org/10.1093/brain/awg282
127,Steyvers_2003_ExpBrainRes_12756517.pdf,rTMS,20.0,RMT,ML,E,50.0,5_10,,120.0,,,57.57,MagSti,R,F8,90.0,,coil_siz: outer diameter,1,12756517,10.1007/s00221-003-1490-9,https://doi.org/10.1007/s00221-003-1490-9
128,Balslev_2004_JNeurosci_15509758.pdf,rTMS,1.0,RMT,ML,V,,,,110.0,,,,MagSti,R,F8,70.0,,experiment: 1,1,15509758,10.1523/JNEUROSCI.1738-04.2004,https://doi.org/10.1523/JNEUROSCI.1738-04.2004
129,Balslev_2004_JNeurosci_15509758.pdf,rTMS,1.0,RMT,ML,V,,,,110.0,,,,MagSti,R,F8,70.0,,experiment: 2,1,15509758,10.1523/JNEUROSCI.1738-04.2004,https://doi.org/10.1523/JNEUROSCI.1738-04.2004
130,Brighina_2004_JNeurolSci_15546593.pdf,rTMS,20.0,MT,ML,E,50.0,5_10,,90.0,,,,Cad,HF,F8,45.0,WC,coil_siz: each loop,1,15546593,10.1016/j.jns.2004.08.008,https://doi.org/10.1016/j.jns.2004.08.008
131,Cincotta_2004_NeurosciLett_15331150.pdf,rTMS,20.0,RMT,ML,E,50.0,5_10,,80.0,,,,MagSti,R,F8,90.0,,coil_siz: external diameter,1,15331150,10.1016/j.neulet.2004.06.003,https://doi.org/10.1016/j.neulet.2004.06.003
132,Fabre_2004_IntJGeriatrPsychiatry_15352140.pdf,rTMS,10.0,RMT,CITE,,,,,100.0,,,,MagSti,HS,F8,,WC,,1,15352140,10.1002/gps.1172,https://doi.org/10.1002/gps.1172
133,Fujiwara_2004_ClinNeurophysiol_15203052.pdf,rTMS,5.0,AMT,ML,E,,5_10,5-10%,100.0,,,,MagSti,R,F8,,,experiment 1; rTMS and voluntary contraction,1,15203052,10.1016/j.clinph.2004.01.021,https://doi.org/10.1016/j.clinph.2004.01.021
134,Fujiwara_2004_ClinNeurophysiol_15203052.pdf,rTMS,5.0,AMT,ML,E,,5_10,5-10%,100.0,,,,MagSti,R,F8,,,experiment 2; rTMS only,1,15203052,10.1016/j.clinph.2004.01.021,https://doi.org/10.1016/j.clinph.2004.01.021
135,Inghilleri_2004_ExpBrainRes_14579005.pdf,rTMS,5.0,RMT,ML,E,50.0,5_10,,120.0,,,,MagSti,R,F8,70.0,,group: 1 CBZ + rTMS,1,14579005,10.1007/s00221-003-1685-0,https://doi.org/10.1007/s00221-003-1685-0
136,Inghilleri_2004_ExpBrainRes_14579005.pdf,rTMS,5.0,RMT,ML,E,50.0,5_10,,120.0,,,,MagSti,R,F8,70.0,,group: 2 GBP + rTMS,1,14579005,10.1007/s00221-003-1685-0,https://doi.org/10.1007/s00221-003-1685-0
137,Inghilleri_2004_ExpBrainRes_14579005.pdf,rTMS,5.0,RMT,ML,E,50.0,5_10,,120.0,,,,MagSti,R,F8,70.0,,group: 3 TPM + rTMS,1,14579005,10.1007/s00221-003-1685-0,https://doi.org/10.1007/s00221-003-1685-0
138,Kennerley_2004_JNeurophysiol_14573560.pdf,rTMS,10.0,AMT,ML,V,,,0.1,110.0,,,,MagSti,R,F8-D,,,experiment: 2; site: pre-SMA,1,14573560,10.1152/jn.00651.2003,https://doi.org/10.1152/jn.00651.2003
139,Kennerley_2004_JNeurophysiol_14573560.pdf,rTMS,10.0,AMT,ML,V,,,0.1,110.0,,,,MagSti,R,F8-D,,,experiment: 3; site: pre-SMA,1,14573560,10.1152/jn.00651.2003,https://doi.org/10.1152/jn.00651.2003
140,Kennerley_2004_JNeurophysiol_14573560.pdf,rTMS,10.0,AMT,ML,V,,,0.1,110.0,,,,MagSti,R,F8-D,,,experiment: 4; site: pre-SMA,1,14573560,10.1152/jn.00651.2003,https://doi.org/10.1152/jn.00651.2003
141,Khedr_2004_ClinNeurophysiol_15134692.pdf,rTMS,0.6,AMT,ML,E,200.0,5_10,,80.0,,,,MagSti,R,F8,,,protocol: paired rTMS; MSO range: 75-85% for AMT,1,15134692,10.1016/j.clinph.2003.08.025,https://doi.org/10.1016/j.clinph.2003.08.025
142,Lefaucheur_2004_ClinNeurophysiol_15465443.pdf,rTMS,0.5,RMT,ML,E,50.0,5_10,,80.0,,,,MagSti,SR,F8,70.0,992500,,1,15465443,10.1016/j.clinph.2004.05.025,https://doi.org/10.1016/j.clinph.2004.05.025
143,Lefaucheur_2004_ClinNeurophysiol_15465443.pdf,rTMS,10.0,RMT,ML,E,50.0,5_10,,80.0,,,,MagSti,SR,F8,70.0,992500,,1,15465443,10.1016/j.clinph.2004.05.025,https://doi.org/10.1016/j.clinph.2004.05.025
144,Merabet_2004_Neuron_15066274.pdf,rTMS,1.0,MT,,,,,,110.0,,,,MagSti,,F8,70.0,,site: S1; MSO range: 45-82%,1,15066274,10.1016/s0896-6273(04)00147-3,https://doi.org/10.1016/s0896-6273(04)00147-3
145,Merabet_2004_Neuron_15066274.pdf,rTMS,1.0,MT,,,,,,110.0,,,,MagSti,,F8,70.0,,site: OC; MSO range: 45-82%,1,15066274,10.1016/s0896-6273(04)00147-3,https://doi.org/10.1016/s0896-6273(04)00147-3
146,Oxley_2004_BiolPsychiatry_15522245.pdf,rTMS,1.0,AMT,ML,E,100.0,1_5,,90.0,,,,MagSti,SR,F8,,,group: healthy; coil_shp: infered from Figure 2,1,15522245,10.1016/j.biopsych.2004.08.023,https://doi.org/10.1016/j.biopsych.2004.08.023
147,Oxley_2004_BiolPsychiatry_15522245.pdf,rTMS,1.0,AMT,ML,E,100.0,1_5,,90.0,,,,MagSti,SR,F8,,,group: patient; coil_shp: infered from Figure 2,1,15522245,10.1016/j.biopsych.2004.08.023,https://doi.org/10.1016/j.biopsych.2004.08.023
148,Rizzo_2004_JPhysiol_14555728.pdf,rTMS,1.0,AMT,,,,,,80.0,,,33.5,MagSti,R,F8,90.0,,coil_siz: mean loop diameter; site: PMd,1,14555728,10.1113/jphysiol.2003.048777,https://doi.org/10.1113/jphysiol.2003.048777
149,Rizzo_2004_JPhysiol_14555728.pdf,rTMS,1.0,AMT,,,,,,90.0,,,33.5,MagSti,R,F8,90.0,,coil_siz: mean loop diameter; site: PMd,1,14555728,10.1113/jphysiol.2003.048777,https://doi.org/10.1113/jphysiol.2003.048777
150,Rizzo_2004_JPhysiol_14555728.pdf,rTMS,5.0,AMT,,,,,,70.0,,,33.5,MagSti,R,F8,90.0,,coil_siz: mean loop diameter; site: PMd,1,14555728,10.1113/jphysiol.2003.048777,https://doi.org/10.1113/jphysiol.2003.048777
151,Rizzo_2004_JPhysiol_14555728.pdf,rTMS,5.0,AMT,,,,,,80.0,,,33.5,MagSti,R,F8,90.0,,coil_siz: mean loop diameter; site: PMd,1,14555728,10.1113/jphysiol.2003.048777,https://doi.org/10.1113/jphysiol.2003.048777
152,Rizzo_2004_JPhysiol_14555728.pdf,rTMS,5.0,AMT,,,,,,90.0,,,33.5,MagSti,R,F8,90.0,,coil_siz: mean loop diameter; site: PMd,1,14555728,10.1113/jphysiol.2003.048777,https://doi.org/10.1113/jphysiol.2003.048777
153,Schönfeldt-Lecuona_2004_Neuroreport_15232304.pdf,rTMS,1.0,MT,CITE,,,,,90.0,,,,MedDan,MP,F8,,MC-B70,site: Broca,1,15232304,10.1097/01.wnr.0000126504.89983.ec,https://doi.org/10.1097/01.wnr.0000126504.89983.ec
154,Schönfeldt-Lecuona_2004_Neuroreport_15232304.pdf,rTMS,1.0,MT,CITE,,,,,90.0,,,,MedDan,MP,F8,,MC-B70,site: STG,1,15232304,10.1097/01.wnr.0000126504.89983.ec,https://doi.org/10.1097/01.wnr.0000126504.89983.ec
155,Turatto_2004_Neuroreport_15538193.pdf,rTMS,10.0,RMT,ML,V,,3_6,,100.0,,,,MagSti,R,F8,70.0,,site: right DLPFC,1,15538193,10.1097/00001756-200411150-00024,https://doi.org/10.1097/00001756-200411150-00024
156,Turatto_2004_Neuroreport_15538193.pdf,rTMS,10.0,RMT,ML,V,,3_6,,100.0,,,,MagSti,R,F8,70.0,,site: left DLPFC,1,15538193,10.1097/00001756-200411150-00024,https://doi.org/10.1097/00001756-200411150-00024
157,Young_2004_Neurocase_15788259.pdf,rTMS,0.9,AMT,ML,E,100.0,1_10,0.05,95.0,,,,MagSti,200_BI,F8,,,stim_mo: 3 stimulators linked together; condition: 3; MSO range: 33-50%,1,15788259,10.1080/13554790490495140,https://doi.org/10.1080/13554790490495140
158,Bajbouj_2005_JECT_16301886.pdf,rTMS,20.0,RMT,,,,,,100.0,,,25.5,MedDan,MP,F8,70.0,,medication:150 mg of venlafaxine & 150 mg of sertraline ; MSO range: 25.5-34%,4,16301886,10.1097/01.yct.0000180039.12176.9c,https://doi.org/10.1097/01.yct.0000180039.12176.9c
159,Fitzgerald_2005_JClinPsychopharmacol_16012279.pdf,rTMS,1.0,RMT,ML,E,50.0,5_10,,90.0,,,,MagSti,SR,F8,70.0,,,1,16012279,10.1097/01.jcp.0000168487.22140.7f,https://doi.org/10.1097/01.jcp.0000168487.22140.7f
160,Glover_2005_JCognNeurosci_15701244.pdf,rTMS,10.0,AMT,,V,,,0.1,110.0,,,,MagSti,R,F8,,,experiment: 1; timing; MSO range: 45-65%; multiple task paradigms,1,15701244,10.1162/0898929052880066,https://doi.org/10.1162/0898929052880066
161,Glover_2005_JCognNeurosci_15701244.pdf,rTMS,10.0,AMT,,V,,,0.1,110.0,,,,MagSti,R,F8,,,experiment: 2; timing; MSO range: 45-65%; multiple task paradigms,1,15701244,10.1162/0898929052880066,https://doi.org/10.1162/0898929052880066
162,Inghilleri_2005_ExpBrainRes_15940502.pdf,rTMS,5.0,RMT,ML,E,50.0,5_10,,120.0,,,,MagSti,R,F8,,,,1,15940502,10.1007/s00221-005-2225-x,https://doi.org/10.1007/s00221-005-2225-x
163,Jandl_2005_NeuralTransm_15517429.pdf,rTMS,10.0,RMT,ML,E,,5_10,,100.0,,,,MedDan,MP,R,60.0,MC-125,,4,15517429,10.1007/s00702-004-0229-5,https://doi.org/10.1007/s00702-004-0229-5
164,Koch_2005_Neuroimage_15588594.pdf,rTMS,25.0,MT,ML,V,,5_10,,110.0,,,,MagSti,R,F8,70.0,,site: DLPFC,1,15588594,10.1016/j.neuroimage.2004.09.042,https://doi.org/10.1016/j.neuroimage.2004.09.042
165,Koch_2005_Neuroimage_15588594.pdf,rTMS,25.0,MT,ML,V,,5_10,,110.0,,,,MagSti,R,F8,70.0,,site: PPC,1,15588594,10.1016/j.neuroimage.2004.09.042,https://doi.org/10.1016/j.neuroimage.2004.09.042
166,Koch_2005_Neuroimage_15588594.pdf,rTMS,25.0,MT,ML,V,,5_10,,110.0,,,,MagSti,R,F8,70.0,,site: SFG,1,15588594,10.1016/j.neuroimage.2004.09.042,https://doi.org/10.1016/j.neuroimage.2004.09.042
167,Maihöfner_2005_Neuroreport_16237338.pdf,rTMS,10.0,MT,,,,,,80.0,,,,MedDan,R,F8,70.0,,,1,16237338,10.1097/01.wnr.0000183903.77654.64,https://doi.org/10.1097/01.wnr.0000183903.77654.64
168,Mochizuki_2005_ExpBrainRes_16047176.pdf,cTBS,,AMT,ML,E,200.0,5_10,0.05,80.0,,,,MagSti ,200,F8,50.0,,,4,16047176,10.1007/s00221-005-0047-5,https://doi.org/10.1007/s00221-005-0047-5
169,Mochizuki_2005_ExpBrainRes_16047176.pdf,cTBS,,AMT,ML,E,200.0,5_10,0.05,80.0,,,,MagSti ,SR,F8,50.0,,,4,16047176,10.1007/s00221-005-0047-5,https://doi.org/10.1007/s00221-005-0047-5
170,Orth_2005_ClinNeurophysiol_15792884.pdf,rTMS,1.0,AMT,ML,E,200.0,0.5,,80.0,,,34.4,MagSti,R,,,,site: left premotor; protocol: sequential bilateral; MSO range: 31-54% AMT,1,15792884,10.1016/j.clinph.2004.10.003,https://doi.org/10.1016/j.clinph.2004.10.003
171,Orth_2005_ClinNeurophysiol_15792884.pdf,rTMS,1.0,AMT,ML,E,200.0,0.5,,80.0,,,34.4,MagSti,R,,,,site: right premotor; protocol: sequential bilateral; MSO range: 31-54% AMT,1,15792884,10.1016/j.clinph.2004.10.003,https://doi.org/10.1016/j.clinph.2004.10.003
172,Orth_2005_ClinNeurophysiol_15792884.pdf,rTMS,1.0,AMT,ML,E,200.0,0.5,,80.0,,,34.4,MagSti,R,,,,site: left premotor; protocol: sequential bilateral followed by sham; MSO range: 31-54% AMT,1,15792884,10.1016/j.clinph.2004.10.003,https://doi.org/10.1016/j.clinph.2004.10.003
173,Poulet_2005_BiolPsychiatry_15652879.pdf,rTMS,1.0,MT,ML,,,5_10,,90.0,,,,MagSti,SR,F8,70.0,,,1,15652879,10.1016/j.biopsych.2004.10.007,https://doi.org/10.1016/j.biopsych.2004.10.007
174,Su_2005_JClinPsychiatry_16013911.pdf,rTMS,5.0,RMT,CITE,,,,,100.0,,,,MagSti,SR,F8,70.0,AC,,1,16013911,10.4088/jcp.v66n0718,https://doi.org/10.4088/jcp.v66n0718
175,Su_2005_JClinPsychiatry_16013911.pdf,rTMS,20.0,RMT,CITE,,,,,100.0,,,,MagSti,SR,F8,70.0,AC,,1,16013911,10.4088/jcp.v66n0718,https://doi.org/10.4088/jcp.v66n0718
176,Tamura_2005_EurJNeurosci_15932613.pdf,rTMS,1.0,RMT,ML,E,50.0,5_10,,95.0,,,,MagSti,R,F8,,,,4,15932613,10.1111/j.1460-9568.2005.04096.x,https://doi.org/10.1111/j.1460-9568.2005.04096.x
177,Thut_2005_CerebCortex_15342434.pdf,rTMS,1.0,FXD,,,,,,,,,80.0,MagSti,SR,F8,70.0,,80% MSO = 129% of RMT (range 107-145%),4,15342434,10.1093/cercor/bhh164,https://doi.org/10.1093/cercor/bhh164
178,Thut_2005_JNeurosciMethods_15661302.pdf,rTMS,1.0,PT,,,,,,120.0,,,74.0,MagSti,SR,F8,70.0, ,task; checkboard stimulation,1,15661302,10.1016/j.jneumeth.2004.06.016,https://doi.org/10.1016/j.jneumeth.2004.06.016
179,Thut_2005_JNeurosciMethods_15661302.pdf,rTMS,1.0,PT,,,,,,120.0,,,74.0,MagSti,SR,F8-D,110.0,,task: auditory,1,15661302,10.1016/j.jneumeth.2004.06.016,https://doi.org/10.1016/j.jneumeth.2004.06.016
180,Winhuisen_2005_Stroke_16020770.pdf,rTMS,4.0,FXD,,,,,,,,,20.0,MagSti,R,,,,site: left IFG; coil_mo: reported as Magstim 200 Rapid,1,16020770,10.1161/01.STR.0000174487.81126.ef,https://doi.org/10.1161/01.STR.0000174487.81126.ef
181,Winhuisen_2005_Stroke_16020770.pdf,rTMS,4.0,FXD,,,,,,,,,20.0,MagSti,R,F8,76.0,,site: right IFG; coil_mo: reported as Magstim 200 Rapid,1,16020770,10.1161/01.STR.0000174487.81126.ef,https://doi.org/10.1161/01.STR.0000174487.81126.ef
182,André-Obadia_2006_ClinNeurophysiol_16753335.pdf,rTMS,1.0,RMT,ML,E,50.0,5_10,,90.0,,,,MagSti,SR,F8,70.0,,,4,16753335,10.1016/j.clinph.2006.03.025,https://doi.org/10.1016/j.clinph.2006.03.025
183,André-Obadia_2006_ClinNeurophysiol_16753335.pdf,rTMS,20.0,RMT,ML,E,50.0,5_10,,90.0,,,,MagSti,SR,F8,70.0,,,4,16753335,10.1016/j.clinph.2006.03.025,https://doi.org/10.1016/j.clinph.2006.03.025
184,Basso_2006_ExpBrainRes_16710684.pdf,rTMS,1.0,MT,ML,E,50.0,5_10,,100.0,,,43.8,MedDan,MP,R,100.0,,,1,16710684,10.1007/s00221-006-0457-z,https://doi.org/10.1007/s00221-006-0457-z
185,Brunelin_2006_SchizophrRes_16314076.pdf,rTMS,1.0,MT,ML,V,,5_10,,90.0,,,,MedDan,MP,F8,70.0,,,1,16314076,10.1016/j.schres.2005.10.009,https://doi.org/10.1016/j.schres.2005.10.009
186,Esser_2006_BrainResBull_16464689.pdf,rTMS,5.0,RMT,MLTH_AW,,,,,90.0,,,,MagSti,RR,F8,100.0,,coil_siz: outer diameter,1,16464689,10.1016/j.brainresbull.2005.11.003,https://doi.org/10.1016/j.brainresbull.2005.11.003
187,Fitzgerald_2006_IntJNeuropsychopharmacol_16959055.pdf,rTMS,1.0,RMT,CITE,V,,,,110.0,,,,MedDan,MP30,F8,70.0,,,1,16959055,10.1017/S1461145706007176,https://doi.org/10.1017/S1461145706007176
188,Fitzgerald_2006_IntJNeuropsychopharmacol_16959055.pdf,rTMS,2.0,RMT,CITE,V,,,,110.0,,,,MedDan,MP30,F8,70.0,,,1,16959055,10.1017/S1461145706007176,https://doi.org/10.1017/S1461145706007176
189,Fitzgerald_2006_IntJNeuropsychopharmacol_16959055.pdf,rTMS,5.0,RMT,CITE,V,,,,100.0,,,,MedDan,MP30,F8,70.0,,,1,16959055,10.1017/S1461145706007176,https://doi.org/10.1017/S1461145706007176
190,Fitzgerald_2006_IntJNeuropsychopharmacol_16959055.pdf,rTMS,10.0,RMT,CITE,V,,,,100.0,,,,MedDan,MP30,F8,70.0,,,1,16959055,10.1017/S1461145706007176,https://doi.org/10.1017/S1461145706007176
191,Fregni_2006_Neurology_16769932.pdf,rTMS,15.0,MT,ML,E,50.0,5_10,,110.0,,,,MedDan,,F8,70.0,,coil_siz: outside diameter,4,16769932,10.1212/01.wnl.0000218194.12054.60,https://doi.org/10.1212/01.wnl.0000218194.12054.60
192,Garcia-Toro_2006_PsychiatryRes_16356697.pdf,rTMS,20.0,MT,,,,,,110.0,,,,MedDan,MP,F8,85.0,,group: rTMS; protcol: alternating; coil_siz: wing diameter,1,16356697,10.1016/j.pscychresns.2004.08.005,https://doi.org/10.1016/j.pscychresns.2004.08.005
193,Garcia-Toro_2006_PsychiatryRes_16356697.pdf,rTMS,1.0,MT,,,,,,110.0,,,,MedDan,MP,F8,85.0,,group: rTMS; protocol: alternating; coil_siz: wing diameter,1,16356697,10.1016/j.pscychresns.2004.08.005,https://doi.org/10.1016/j.pscychresns.2004.08.005
194,Garcia-Toro_2006_PsychiatryRes_16356697.pdf,rTMS,20.0,MT,,,,,,110.0,,,,MedDan,MP,F8,85.0,,group: rTMS + SPECT; protcol: alternating; coil_siz: wing diameter,1,16356697,10.1016/j.pscychresns.2004.08.005,https://doi.org/10.1016/j.pscychresns.2004.08.005
195,Garcia-Toro_2006_PsychiatryRes_16356697.pdf,rTMS,1.0,MT,,,,,,110.0,,,,MedDan,MP,F8,85.0,,group: rTMS + SPECT; protocol: alternating; coil_siz: wing diameter,1,16356697,10.1016/j.pscychresns.2004.08.005,https://doi.org/10.1016/j.pscychresns.2004.08.005
196,Khedr_2006_MovDisord_17219616.pdf,rTMS,25.0,RMT,ML,E,50.0,0.5,,100.0,,,,MedDan,MLR25,F8,90.0,,"coil_siz: outer diameter, site: optimal position for lower limbs (EDB) for the first 1,000 pulses and then the optimal position for the hand",4,17219616,10.1002/mds.21089,https://doi.org/10.1002/mds.21089
197,Khedr_2006_MovDisord_17219616.pdf,rTMS,25.0,RMT,ML,E,50.0,0.5,,100.0,,,,MedDan,MLR25,F8,90.0,,"coil_siz: outer diameter, site: occipital cortex",4,17219616,10.1002/mds.21089,https://doi.org/10.1002/mds.21089
198,Khedr_2006_MovDisord_17219616.pdf,rTMS,10.0,RMT,ML,E,50.0,0.5,,100.0,,,,MedDan,MLR25,F8,90.0,,"coil_siz: outer diameter, site: optimal position for lower limbs (EDB) for the first 1,000 pulses and then the optimal position for the hand",4,17219616,10.1002/mds.21089,https://doi.org/10.1002/mds.21089
199,Lefaucheur_2006_Neurology_17159107.pdf,rTMS,10.0,RMT,ML,E,50.0,5_10,,90.0,,,,MagSti,SR,F8,70.0,,"site: motor cortex, face, hand, arm",1,17159107,10.1212/01.wnl.0000247138.85330.88,https://doi.org/10.1212/01.wnl.0000247138.85330.88
200,McDonald_2006_NeuropsychiatrDisTreat_19412449.pdf,rTMS,10.0,MT,ML,E,,5_10,,110.0,,,,NeuNet,HS,F8,,,site: left DLPFC; protocol: bilateral; order: 10 Hz followed by 1 Hz,4,19412449,,https://doi.org/None
201,McDonald_2006_NeuropsychiatrDisTreat_19412449.pdf,rTMS,1.0,MT,ML,E,,5_10,,110.0,,,,NeuNet,HS,F8,,,site: right DLPFC; protocol: bilateral; order: 10 Hz followed by 1 Hz,4,19412449,,https://doi.org/None
202,McDonald_2006_NeuropsychiatrDisTreat_19412449.pdf,rTMS,10.0,MT,ML,E,,5_10,,110.0,,,,NeuNet,HS,F8,,,site: left DLPFC; protocol: bilateral; order: 1 Hz followed by 10 Hz,4,19412449,,https://doi.org/None
203,McDonald_2006_NeuropsychiatrDisTreat_19412449.pdf,rTMS,1.0,MT,ML,E,,5_10,,110.0,,,,NeuNet,HS,F8,,,site: right DLPFC; protocol: bilateral; order: 1 Hz followed by 10 Hz,4,19412449,,https://doi.org/None
204,Nyffeler_2006_NeurosciLett_17049743.pdf,rTMS,1.0,RMT,,,,,,80.0,,,,MedDan,MP,F8,50.0,MC-B70,site: FEF; coil_siz: outer radius,1,17049743,10.1016/j.neulet.2006.09.011,https://doi.org/10.1016/j.neulet.2006.09.011
205,Nyffeler_2006_NeurosciLett_17049743.pdf,cTBS,,RMT,,V,,,,80.0,,,,MedDan,MP,F8,50.0,MC-B70,site: FEF; coil_siz: outer radius,1,17049743,10.1016/j.neulet.2006.09.011,https://doi.org/10.1016/j.neulet.2006.09.011
206,Postle_2006_JCognNeurosci_17014375.pdf,rTMS,4.8,MT,ML,E,50.0,5_10,,100.0,,,,MagSti,SR,F8,70.0,,site: dlPFC,4,17014375,10.1162/jocn.2006.18.10.1712,https://doi.org/10.1162/jocn.2006.18.10.1712
207,Postle_2006_JCognNeurosci_17014375.pdf,rTMS,4.8,MT,ML,E,50.0,5_10,,100.0,,,,MagSti,SR,F8,70.0,,site: SPL,4,17014375,10.1162/jocn.2006.18.10.1712,https://doi.org/10.1162/jocn.2006.18.10.1712
208,Postle_2006_JCognNeurosci_17014375.pdf,rTMS,4.3,MT,ML,E,50.0,5_10,,100.0,,,,MagSti,SR,F8,70.0,,site: dlPFC,4,17014375,10.1162/jocn.2006.18.10.1712,https://doi.org/10.1162/jocn.2006.18.10.1712
209,Postle_2006_JCognNeurosci_17014375.pdf,rTMS,4.3,MT,ML,E,50.0,5_10,,100.0,,,,MagSti,SR,F8,70.0,,site: SPL,4,17014375,10.1162/jocn.2006.18.10.1712,https://doi.org/10.1162/jocn.2006.18.10.1712
210,Todd_2006_JApplPhysiol_16675612.pdf,iTBS,,AMT,ML,E,100.0,5_10,0.1,70.0,,,,MagSti,SR,,,,multiple stimulators; frq: 2 Hz iTBS; coil: defined for spTMS,1,16675612,10.1152/japplphysiol.01399.2005,https://doi.org/10.1152/japplphysiol.01399.2005
211,Todd_2006_JApplPhysiol_16675612.pdf,iTBS,,AMT,ML,E,100.0,5_10,0.1,80.0,,,,MagSti,SR,,,,multiple stimulators; frq: 2 Hz iTBS; coil: defined for spTMS,1,16675612,10.1152/japplphysiol.01399.2005,https://doi.org/10.1152/japplphysiol.01399.2005
